Loan_ID,Gender,Married,Dependents,Education,Employment_Type,Job_Domain,Business_Domain,Years_of_Experience,ApplicantIncome,CoapplicantIncome,Total_Monthly_Income,LoanAmount,Loan_Amount_Term,Interest_Rate,EMI,DTI,Credit_History,Property_Area,Loan_Status
LN101197,Female,No,0,Graduate,Salaried,Consulting,,7.8,62925.0,0.0,62925,1119166.0,60,10.255015328470314,23919.64,0.38,1,Rural,1
LN101063,Male,Yes,0,Graduate,Self-Employed,,IT Services,4.5,8720.0,0.0,8720,716906.0,84,12.207100522249783,12734.89,1.46,1,Semiurban,0
LN100931,Female,Yes,2,Graduate,Self-Employed,,IT Services,22.2,43571.0,0.0,43571,1200751.0,60,11.141788559052262,26192.22,0.601,0,Semiurban,0
LN100497,Male,Yes,0,Graduate,Salaried,Healthcare,,5.9,53978.0,22709.0,76687,776567.0,60,10.724273118622163,16777.86,0.219,1,Rural,1
LN101034,Male,Yes,0,Graduate,Salaried,Healthcare,,5.5,70314.0,0.0,70314,739745.0,84,,13490.5,0.192,1,Urban,1
LN100903,Male,Yes,0,Graduate,Self-Employed,,Agriculture,5.8,14787.0,0.0,14787,583067.0,120,11.060432514880814,8051.71,0.545,0,Urban,0
LN100970,Male,Yes,0,Graduate,Salaried,Government,,0.6,106827.0,12160.0,118987,712371.0,84,7.644645018877233,10977.47,0.092,1,Urban,0
LN101041,Female,Yes,3+,Graduate,Salaried,Healthcare,,7.2,46914.0,0.0,46914,310254.0,60,7.0,6143.4,0.131,0,Rural,1
LN100096,Male,Yes,1,,Salaried,Healthcare,,1.1,76233.0,,80354,1035851.0,360,12.90714234908971,11383.45,0.142,1,Urban,1
LN100022,Male,No,0,Graduate,Salaried,Government,,3.5,36938.0,15666.0,52604,1053170.0,360,10.46408566368973,9605.49,0.183,0,Semiurban,0
LN100363,Male,Yes,3+,Graduate,Salaried,Banking,,3.5,17314.0,21708.0,39022,128570.0,360,7.146060645352837,868.03,0.022,0,Semiurban,0
LN101186,Male,Yes,1,Graduate,Salaried,Manufacturing,,1.7,113814.0,0.0,113814,450150.0,360,12.378518759651138,4761.87,0.042,1,Urban,0
LN100812,Male,Yes,0,Graduate,Self-Employed,,Trading,5.8,8928.0,0.0,8928,522877.0,120,8.100191756582543,6371.66,0.714,1,Rural,1
LN100156,Male,Yes,0,Graduate,Salaried,Education,,1.2,112395.0,0.0,112395,966261.0,60,7.0,19133.13,0.17,1,Urban,1
LN100529,Female,Yes,2,Graduate,Self-Employed,,Construction,1.6,82286.0,0.0,82286,488675.0,120,10.378319505044296,6560.69,0.08,1,Semiurban,1
LN100551,Female,No,0,Graduate,Self-Employed,,Manufacturing,13.4,84845.0,26952.0,111797,1118002.0,60,10.763567717195716,24176.46,0.216,1,Urban,1
LN101148,Female,Yes,0,Graduate,Salaried,Healthcare,,9.8,65366.0,0.0,65366,50000.0,60,10.450262573926782,1073.46,0.016,0,Rural,1
LN100978,Male,Yes,2,Graduate,Salaried,IT,,1.9,38117.0,0.0,38117,883306.0,240,8.663955872106584,7757.44,0.204,0,Rural,0
LN100535,Female,Yes,1,Graduate,Salaried,Manufacturing,,0.2,8032.0,0.0,8032,713826.0,120,12.828682774728291,10586.18,1.318,1,Urban,0
LN101110,Female,Yes,0,Graduate,Salaried,Consulting,,2.0,77450.0,0.0,77450,291752.0,180,12.266924686166114,3551.77,0.046,1,Semiurban,1
LN101191,Male,Yes,0,Graduate,Salaried,Banking,,0.7,24687.0,0.0,24687,159469.0,360,9.599212651517067,1352.46,0.055,0,Urban,0
LN100882,Male,Yes,0,Graduate,Salaried,Retail,,16.1,66569.0,0.0,66569,455313.0,60,11.0767693434944,9917.05,0.149,0,Rural,1
LN100605,Male,Yes,2,Graduate,Salaried,IT,,0.1,25020.0,33224.0,58244,386582.0,180,8.032394961632313,3701.61,0.064,1,Semiurban,1
LN100506,Female,Yes,2,Not Graduate,Self-Employed,,Construction,6.9,40387.0,0.0,40387,716035.0,360,8.002378773402736,5255.2,0.13,1,Rural,1
LN100308,Female,Yes,0,Graduate,Salaried,Consulting,,10.3,,0.0,129476,673165.0,360,8.920791423493094,5378.12,0.042,0,Rural,0
LN100839,Male,No,3+,Graduate,Self-Employed,,Manufacturing,0.2,53205.0,30655.0,83860,62716.0,180,10.304914331586193,685.7,0.008,1,Urban,1
LN101237,Male,Yes,0,Graduate,Salaried,Manufacturing,,1.4,16698.0,0.0,16698,50000.0,60,10.070022601242941,1064.08,0.064,0,Semiurban,0
LN101141,Male,Yes,2,Graduate,Salaried,Banking,,1.6,34407.0,0.0,34407,1110505.0,240,9.628439202348254,10444.68,0.304,1,Semiurban,1
LN100849,Male,No,0,Graduate,Self-Employed,,Manufacturing,11.2,44132.0,0.0,44132,959321.0,240,7.0,7437.61,0.169,1,Semiurban,1
LN101084,Female,Yes,1,Graduate,Salaried,IT,,2.7,75776.0,40183.0,115959,791539.0,240,7.7901900551871,6517.77,0.056,1,Urban,1
LN100672,Male,Yes,2,Graduate,Salaried,Government,,0.3,49195.0,6900.0,56095,844094.0,240,12.159931062142945,9388.49,0.167,1,Urban,1
LN100352,Male,Yes,2,Graduate,Self-Employed,,Retail,4.1,52960.0,25310.0,78270,454857.0,60,11.719707816231853,10053.73,0.128,1,Semiurban,1
LN100124,Male,No,0,Graduate,Salaried,Government,,0.9,17338.0,0.0,17338,1022515.0,120,12.958869856670399,15242.45,0.879,1,Urban,0
LN100178,Female,No,0,Graduate,Self-Employed,,Manufacturing,6.1,119080.0,0.0,119080,745198.0,84,12.392142983565796,13311.57,0.112,0,Urban,0
LN100287,Male,Yes,0,Graduate,Salaried,Government,,2.6,89562.0,0.0,89562,50000.0,84,10.063394597447468,831.7,0.009,1,Rural,1
LN100805,Male,Yes,2,Graduate,Self-Employed,,IT Services,0.8,69738.0,0.0,69738,203466.0,240,8.414122806969845,1754.68,0.025,1,Urban,1
LN101146,Female,Yes,1,Graduate,,Banking,,10.1,80909.0,0.0,80909,382406.0,60,8.615534652438859,7866.96,0.097,1,Urban,1
LN100294,Male,No,0,Graduate,Salaried,Retail,,2.3,135987.0,9931.0,145918,488259.0,120,10.146126014596469,6491.95,0.044,1,Urban,1
LN100543,Male,Yes,1,Graduate,Self-Employed,,Manufacturing,3.0,100368.0,0.0,100368,362200.0,84,8.776318412247141,5786.43,0.058,1,Urban,1
LN100415,Male,No,0,Graduate,Self-Employed,,Services,5.6,50379.0,0.0,50379,1446404.0,60,9.055938683190316,30064.25,0.597,1,Semiurban,1
LN100899,Male,Yes,2,Graduate,Self-Employed,,IT Services,4.2,82582.0,0.0,82582,939857.0,60,8.687835663618449,19367.8,0.235,0,Semiurban,0
LN101027,Female,Yes,2,Graduate,Self-Employed,,Trading,1.7,33181.0,0.0,33181,1241480.0,84,10.91471877981213,21201.54,0.639,0,Semiurban,0
LN101007,Female,Yes,0,Graduate,Salaried,Education,,6.6,9056.0,19325.0,28381,50000.0,360,7.316432268630517,343.34,0.012,0,Semiurban,0
LN100088,Female,No,0,Graduate,Salaried,Retail,,6.4,47447.0,0.0,47447,465942.0,60,9.599494357349453,9808.32,0.207,1,Urban,1
LN100788,Male,No,0,Graduate,Salaried,Government,,0.8,18388.0,0.0,18388,1129336.0,84,8.880154971595132,18101.36,0.984,0,Semiurban,0
LN100660,Male,Yes,0,Graduate,Salaried,Healthcare,,1.1,65652.0,0.0,65652,50000.0,360,10.182254514728402,445.53,0.007,0,Rural,0
LN100847,Female,Yes,2,Graduate,Salaried,IT,,4.8,133870.0,0.0,133870,1138441.0,60,10.678744684154024,24570.46,0.184,1,Urban,1
LN101277,Female,Yes,2,Graduate,Salaried,Healthcare,,9.8,70133.0,29276.0,99409,608685.0,180,8.397963436163234,5957.61,0.06,1,Semiurban,1
LN100799,Female,Yes,1,,Salaried,Manufacturing,,11.3,18940.0,0.0,18940,846631.0,240,10.389129986894739,8389.64,0.443,1,Urban,1
LN100865,Male,No,2,Not Graduate,Self-Employed,,IT Services,0.5,8080.0,23671.0,31751,211065.0,120,10.053764942287074,2795.53,0.088,0,Rural,1
LN101081,Male,No,0,Graduate,Salaried,IT,,19.2,35572.0,5060.0,40632,990334.0,84,8.873649451066273,15870.13,0.391,1,Semiurban,1
LN100852,Male,No,1,,Salaried,IT,,8.1,120251.0,0.0,120251,89051.0,360,7.742081235757839,637.49,0.005,1,Rural,1
LN100290,Male,Yes,0,Graduate,Salaried,Healthcare,,3.3,21380.0,23140.0,44520,930458.0,60,12.61207548293006,20986.47,0.471,1,Urban,1
LN100285,Male,Yes,3+,Graduate,Self-Employed,,IT Services,34.1,119548.0,0.0,119548,1720549.0,120,8.180889077687793,21039.82,0.176,1,Urban,1
LN100780,Male,Yes,0,Graduate,Salaried,IT,,15.0,10400.0,0.0,10400,378830.0,360,9.922628114176632,3302.87,0.318,1,Semiurban,1
LN100431,Male,Yes,0,Graduate,Salaried,Retail,,1.0,8160.0,0.0,8160,50000.0,84,13.25043890087045,916.42,0.112,0,Rural,0
LN101212,Male,Yes,0,Graduate,Self-Employed,,Trading,5.4,35706.0,0.0,35706,1074002.0,240,8.188337766363405,9109.68,0.255,1,Rural,1
LN101195,Female,Yes,1,Graduate,Salaried,Consulting,,7.2,75889.0,0.0,75889,672187.0,60,8.816130107670704,13893.59,0.183,1,Semiurban,1
LN100266,Male,Yes,1,Graduate,Self-Employed,,Trading,1.2,27165.0,25332.0,52497,615025.0,60,10.181155698327043,13122.35,0.25,1,Urban,1
LN100327,Male,Yes,3+,Graduate,Salaried,Education,,9.5,93855.0,,93855,1141103.0,360,10.347292720326278,10308.06,0.11,1,Rural,1
LN100348,Male,No,0,Graduate,Salaried,IT,,7.7,87916.0,0.0,87916,284911.0,120,9.71938859511592,3720.99,0.042,1,Urban,1
LN100969,Male,Yes,2,Graduate,Salaried,Education,,1.7,73548.0,24013.0,97561,1146485.0,240,12.27443267583402,12843.82,0.132,1,Urban,1
LN100059,Male,Yes,1,Graduate,Self-Employed,,Retail,2.8,8448.0,0.0,8448,1629100.0,84,10.234136107685279,27242.48,3.225,1,Semiurban,0
LN100405,Female,Yes,2,Graduate,Salaried,Healthcare,,0.9,8144.0,0.0,8144,845130.0,180,9.945329019612943,9053.56,1.112,0,Rural,0
LN101218,Male,Yes,2,Graduate,Self-Employed,,Agriculture,4.5,96538.0,0.0,96538,583985.0,60,12.281276848095668,13073.58,0.135,1,Rural,1
LN100476,Male,Yes,3+,Graduate,,Healthcare,,3.6,8576.0,0.0,8576,951461.0,240,10.14868868871424,9275.73,1.082,1,Urban,0
LN100978,Male,Yes,2,Graduate,Salaried,IT,,1.9,38117.0,0.0,38117,883306.0,240,8.663955872106584,7757.44,0.204,0,Rural,0
LN101140,Female,Yes,3+,Graduate,Salaried,Manufacturing,,3.2,48074.0,3679.0,51753,525133.0,180,9.460141694225127,5470.95,0.106,1,Semiurban,1
LN101205,Male,Yes,3+,Graduate,Self-Employed,,Services,2.5,75339.0,0.0,75339,768123.0,240,9.53996767671925,7179.97,0.095,1,Rural,1
LN100906,Female,Yes,3+,Graduate,Salaried,Banking,,4.7,,4592.0,23657,334119.0,84,12.672099574901287,6018.88,0.254,1,Urban,1
LN100682,Male,Yes,2,Graduate,Salaried,Government,,7.8,29287.0,0.0,29287,1035708.0,120,7.2057046203231465,12135.54,0.414,1,Semiurban,1
LN100944,Male,No,2,Graduate,Self-Employed,,IT Services,2.6,40751.0,11190.0,51941,513667.0,60,10.89936794172063,11142.6,0.215,1,Urban,1
LN100721,Male,Yes,0,Graduate,Self-Employed,,Construction,3.5,63582.0,5210.0,68792,301028.0,60,9.736962738407739,6357.06,0.092,1,Rural,1
LN100333,Male,No,1,Not Graduate,Self-Employed,,Manufacturing,0.7,34656.0,0.0,34656,1324208.0,84,8.507842423102456,20976.02,0.605,1,Urban,1
LN100715,Female,Yes,1,Graduate,Salaried,Education,,8.6,72559.0,0.0,72559,548281.0,180,9.099693663121558,5593.59,0.077,0,Rural,1
LN101219,Male,No,0,Graduate,Salaried,Healthcare,,0.5,48770.0,0.0,48770,1213205.0,360,10.152411578035016,10783.63,0.221,0,Semiurban,0
LN100615,Female,No,0,Graduate,Salaried,Healthcare,,3.4,78069.0,0.0,78069,737439.0,180,11.381579692071888,8559.25,0.11,1,Semiurban,1
LN100736,Male,Yes,3+,Graduate,Salaried,Banking,,0.7,31530.0,0.0,31530,50000.0,120,7.7387516250973745,599.76,0.019,1,Rural,1
LN101290,Male,No,2,Graduate,Salaried,Retail,,16.4,120265.0,0.0,120265,357603.0,120,12.435765616403886,5221.05,0.043,1,Semiurban,0
LN101176,Male,Yes,2,Graduate,Salaried,Consulting,,8.3,56099.0,0.0,56099,134915.0,84,12.224888327284887,2397.87,0.043,0,Rural,1
LN101279,Male,Yes,0,Not Graduate,Salaried,Manufacturing,,7.7,73100.0,,97951,731472.0,84,9.66073706847886,12015.46,0.123,1,Urban,1
LN101127,Male,No,0,Graduate,Salaried,Education,,5.2,28920.0,0.0,28920,463193.0,60,10.909355790244433,10050.01,0.348,1,Urban,1
LN100900,Male,No,0,Graduate,Salaried,Retail,,2.9,64421.0,0.0,64421,50000.0,240,11.916814781562959,547.65,0.009,0,Urban,0
LN100398,Male,No,0,Graduate,Salaried,Education,,8.6,33589.0,0.0,33589,873885.0,360,9.76119743262004,7515.21,0.224,1,Rural,1
LN101057,Male,Yes,1,Graduate,Salaried,Consulting,,0.7,94449.0,0.0,94449,1147912.0,60,10.028828278325905,24406.02,0.258,0,Urban,0
LN101221,Male,Yes,0,Not Graduate,Salaried,IT,,0.5,64899.0,0.0,64899,914050.0,360,10.027177716438807,8039.81,0.124,1,Urban,1
LN100328,Male,Yes,2,Graduate,Salaried,Banking,,1.2,80257.0,0.0,80257,1079290.0,180,10.980838915406537,12254.19,0.153,1,Urban,1
LN100100,Male,Yes,1,Graduate,Self-Employed,,Services,1.9,8304.0,0.0,8304,411897.0,84,8.55779227973424,6534.98,0.787,0,Semiurban,1
LN100318,Male,Yes,0,Graduate,Salaried,Retail,,4.6,45528.0,0.0,45528,672712.0,60,10.14018773764953,14339.59,0.315,0,Urban,0
LN101065,Male,Yes,0,Graduate,Salaried,Government,,4.0,59393.0,0.0,59393,364230.0,60,11.635366425487097,8035.14,0.135,0,Urban,0
LN100083,Male,Yes,0,Graduate,Self-Employed,,Retail,11.7,80883.0,0.0,80883,541347.0,360,11.408363248059336,5323.1,0.066,1,Semiurban,1
LN100129,Male,No,0,Graduate,Salaried,Banking,,5.1,35023.0,,35023,802766.0,84,13.287457382582481,14729.64,0.421,0,Urban,1
LN100809,Male,No,0,Graduate,Salaried,Consulting,,6.2,99173.0,0.0,99173,50000.0,60,11.560963664199502,1101.16,0.011,1,Semiurban,1
LN100012,Female,Yes,0,Graduate,Salaried,IT,,7.6,58652.0,21661.0,80313,538123.0,60,10.035919573673892,11443.04,0.142,1,Urban,1
LN100561,Male,Yes,0,Graduate,Self-Employed,,IT Services,0.8,16638.0,26807.0,43445,73824.0,180,10.242270248857611,804.29,0.019,0,Semiurban,0
LN100171,Male,No,0,Graduate,Salaried,Retail,,2.5,15435.0,0.0,15435,1063388.0,360,9.486632304779812,8931.17,0.579,1,Rural,1
LN100620,Male,Yes,1,Not Graduate,Self-Employed,,Manufacturing,4.0,94490.0,0.0,94490,585831.0,180,8.249765845698901,5683.3,0.06,1,Urban,1
LN101265,Male,Yes,0,Not Graduate,Salaried,Government,,1.4,8224.0,0.0,8224,142822.0,60,9.005256436286064,2965.11,0.361,0,Semiurban,0
LN100260,Male,Yes,2,Graduate,Self-Employed,,Manufacturing,1.7,8272.0,0.0,8272,709615.0,84,8.4599342623221,11223.52,1.357,0,Urban,0
LN100714,Male,Yes,0,Graduate,Salaried,Retail,,0.6,67979.0,5436.0,73415,682671.0,84,9.71199809460787,11231.82,0.153,0,Semiurban,0
LN100712,Male,No,2,Graduate,Salaried,Education,,4.0,69041.0,0.0,69041,577641.0,120,11.504969969222351,8123.01,0.118,1,Rural,1
LN100701,Male,Yes,3+,Graduate,Salaried,Retail,,0.2,,0.0,73217,1071705.0,84,10.026954872524707,17806.5,0.243,1,Semiurban,1
LN101144,Male,Yes,0,Graduate,Salaried,Government,,2.5,104135.0,0.0,104135,592187.0,60,8.849695712323133,12249.67,0.118,0,Urban,0
LN101201,Male,No,3+,Graduate,Self-Employed,,Construction,2.9,20601.0,0.0,20601,334466.0,60,11.135090504280143,7294.65,0.354,1,Semiurban,1
LN100332,Male,Yes,0,Graduate,Salaried,Education,,0.7,74092.0,0.0,74092,972354.0,360,11.537329649148896,9656.84,0.13,1,Urban,1
LN100355,Male,No,1,Graduate,Salaried,Consulting,,4.7,56510.0,23759.0,80269,693971.0,60,,14163.15,0.176,0,Semiurban,0
LN100138,Male,Yes,3+,Graduate,Self-Employed,,IT Services,7.8,9248.0,0.0,9248,700401.0,240,11.74012376859792,7585.5,0.82,1,Urban,1
LN100381,Male,No,0,Graduate,Salaried,Government,,2.6,35079.0,32661.0,67740,671131.0,60,8.62015274433077,13808.18,0.204,1, Urban,1
LN100292,Female,Yes,2,Graduate,Salaried,Banking,,12.3,65832.0,0.0,65832,759485.0,180,9.582122914364929,7968.41,0.121,0,Semiurban,1
LN101155,Male,Yes,0,Graduate,Self-Employed,,IT Services,8.7,66949.0,7744.0,74693,257788.0,360,9.188854967534168,2109.35,0.028,1,Semiurban,1
LN100522,Female,Yes,0,,Self-Employed,,Manufacturing,1.5,8240.0,0.0,8240,598319.0,240,9.100525732823602,5421.97,0.658,1,Urban,1
LN100141,Male,Yes,0,Graduate,Self-Employed,,Agriculture,3.7,49623.0,0.0,49623,460295.0,360,10.115099289089436,4078.62,0.082,1,Rural,1
LN100716,Female,Yes,0,Graduate,Self-Employed,,Services,1.2,79819.0,0.0,79819,546548.0,60,8.82879257263151,11300.08,0.142,1,Semiurban,1
LN100664,Male,Yes,2,Graduate,Salaried,Banking,,0.9,8887.0,0.0,8887,50000.0,60,11.776449146735088,1106.58,0.125,1,Rural,1
LN100582,Male,Yes,0,Graduate,Salaried,Retail,,0.7,47120.0,0.0,47120,64510.0,180,11.120588241736185,738.11,0.016,0,Urban,1
LN100139,Female,Yes,0,Graduate,Salaried,Education,,0.2,100586.0,0.0,100586,671765.0,240,12.042641370010335,7416.69,0.074,1,Rural,1
LN101209,Female,No,0,Not Graduate,Self-Employed,,Construction,2.8,24224.0,0.0,24224,649865.0,84,10.411690266420763,10927.27,0.451,1,Urban,1
LN101066,Male,Yes,2,Not Graduate,Self-Employed,,Trading,6.1,108028.0,28626.0,136654,255422.0,60,8.99635485979343,5301.69,0.039,1,Rural,1
LN100224,Male,Yes,0,Graduate,Salaried,Manufacturing,,1.6,,21436.0,53429,435495.0,60,12.721379241550412,9846.85,0.184,0,Urban,0
LN100538,Male,No,1,Not Graduate,Salaried,IT,,3.9,80201.0,0.0,80201,1258141.0,60,9.877548459983133,26656.04,0.332,1,Urban,1
LN100274,Male,Yes,2,Not Graduate,Salaried,Banking,,2.1,38668.0,0.0,38668,50000.0,84,9.93659800234781,828.42,0.021,1,Semiurban,1
LN100323,Male,No,0,Graduate,Salaried,Banking,,4.2,122201.0,0.0,122201,50000.0,84,11.24813802756092,862.66,0.007,1,Urban,1
LN100490,Male,Yes,0,Graduate,Salaried,Education,,0.2,38588.0,0.0,38588,1022970.0,240,11.308135293300676,10774.33,0.279,0,Rural,0
LN100409,Male,Yes,0,Graduate,Salaried,Government,,6.1,95816.0,0.0,95816,317409.0,240,9.14112092781021,2884.68,0.03,1,Semiurban,1
LN100325,Male,Yes,3+,Graduate,Salaried,Education,,0.4,48647.0,13126.0,61773,779172.0,360,8.538748857741666,6012.57,0.097,1,Semiurban,1
LN100621,Male,Yes,0,Graduate,Salaried,Consulting,,1.2,18744.0,0.0,18744,389173.0,60,7.0,7706.09,0.411,1,Urban,1
LN100299,Male,No,0,Graduate,Salaried,Manufacturing,,2.0,41324.0,6061.0,47385,800045.0,60,10.607860038323718,17238.87,0.364,0,Rural,0
LN100819,Male,No,0,Not Graduate,Salaried,Consulting,,9.1,48032.0,0.0,48032,795684.0,60,9.90535367056848,16868.9,0.351,1,Urban,0
LN100486,Male,Yes,0,Not Graduate,Salaried,Manufacturing,,6.3,79492.0,1092.0,80584,303534.0,84,9.179742317207825,4911.32,0.061,1,Urban,1
LN101055,Male,Yes,0,Graduate,Salaried,Banking,,4.0,13962.0,0.0,13962,815401.0,84,10.12800966369234,13590.62,0.973,0,Urban,0
LN101280,Male,Yes,1,Graduate,Salaried,Education,,5.6,69328.0,19420.0,88748,385054.0,360,9.929875819145947,3359.19,0.038,1,Semiurban,1
LN100746,Male,Yes,0,Graduate,Salaried,Education,,5.7,90864.0,0.0,90864,510128.0,360,9.71622949726162,4370.14,0.048,0,Rural,1
LN100898,Male,Yes,0,Graduate,Salaried,Healthcare,,3.0,83923.0,16362.0,100285,461558.0,84,9.34721000170331,7507.63,0.075,0,Semiurban,0
LN101264,Male,Yes,0,Graduate,Self-Employed,,Retail,16.3,78778.0,18483.0,97261,668474.0,360,11.281940965826054,6508.85,0.067,1,Urban,1
LN101026,Female,No,0,Graduate,Salaried,Retail,,5.7,69391.0,34332.0,103723,657075.0,360,8.022861946306742,4831.86,0.047,0,Rural,1
LN100869,Female,Yes,0,Graduate,Salaried,Manufacturing,,18.1,50109.0,17642.0,67751,675381.0,120,11.139163260733874,9356.66,0.138,1,Urban,1
LN101224,Male,No,0,Not Graduate,Salaried,IT,,7.8,78070.0,33794.0,111864,1126537.0,60,9.955738602071394,23911.06,0.214,1,Urban,1
LN100485,Female,No,1,Graduate,Self-Employed,,Retail,7.0,31768.0,12777.0,44545,50000.0,60,11.227823074659998,1092.81,0.025,1,Urban,1
LN100983,Male,Yes,2,Graduate,Self-Employed,,Manufacturing,14.3,143175.0,0.0,143175,207844.0,360,11.19353053018358,2009.8,0.014,1,Urban,1
LN100526,Male,Yes,1,Graduate,Salaried,Government,,2.7,57698.0,29445.0,87143,50000.0,360,9.131306744489686,407.04,0.005,1,Semiurban,1
LN100651,Male,Yes,0,Graduate,Self-Employed,,Retail,2.4,100791.0,17654.0,118445,917304.0,360,10.138631721008855,8144.13,0.069,1,Urban,1
LN100755,Female,Yes,0,Graduate,Salaried,Banking,,1.5,43839.0,19721.0,63560,50000.0,240,9.27012149544902,458.59,0.007,1,Semiurban,1
LN100626,Male,Yes,0,Graduate,Salaried,IT,,13.8,10208.0,0.0,10208,1276925.0,120,11.940629733798941,18276.37,1.79,0,Urban,0
LN100003,Male,Yes,0,Graduate,Salaried,IT,,6.9,49561.0,27614.0,77175,778303.0,60,10.643559351351323,16784.17,0.217,0,Semiurban,1
LN100030,Male,Yes,1,Not Graduate,Salaried,IT,,2.3,68638.0,0.0,68638,655454.0,60,12.26386002974125,14667.76,0.214,1,Semiurban,1
LN100772,Male,Yes,0,Graduate,Self-Employed,,IT Services,11.6,33045.0,0.0,33045,1189792.0,360,10.540024697857337,10919.11,0.33,1,Rural,1
LN100467,Female,Yes,3+,Graduate,Self-Employed,,Retail,4.9,48820.0,,69927,1240363.0,84,12.913865768245948,22506.6,0.322,0,Rural,0
LN100321,Male,Yes,2,Graduate,Salaried,Manufacturing,,2.5,35016.0,6032.0,41048,494969.0,180,11.91287051938296,5912.74,0.144,1,Semiurban,1
LN100005,Male,No,1,Graduate,Salaried,Government,,3.2,75628.0,0.0,75628,209054.0,60,9.495694394999854,4390.08,0.058,0,Semiurban,1
LN101070,Male,Yes,0,Graduate,Salaried,Education,,6.2,60168.0,0.0,60168,418696.0,360,12.699607437590647,4533.51,0.075,0,Urban,1
LN100723,Male,Yes,1,Graduate,Salaried,Consulting,,2.9,62876.0,10641.0,73517,1123185.0,84,10.543676302938415,18963.24,0.258,1,Rural,1
LN101068,Male,Yes,0,Not Graduate,Salaried,Healthcare,,5.0,41662.0,0.0,41662,509335.0,360,12.952676934040436,5615.43,0.135,1, Urban,1
LN101207,Male,Yes,0,Graduate,Salaried,Consulting,,1.3,109859.0,0.0,109859,1103713.0,60,8.022585561955086,22391.25,0.204,1,Urban,1
LN100039,Male,Yes,2,Graduate,Salaried,Retail,,7.9,9274.0,0.0,9274,573195.0,84,9.917347825401519,9491.25,1.023,1,Semiurban,0
LN100030,Male,Yes,1,Not Graduate,Salaried,IT,,2.3,68638.0,0.0,68638,655454.0,60,12.26386002974125,14667.76,0.214,1,Semiurban,1
LN100242,Female,Yes,3+,Graduate,Salaried,Government,,1.5,15530.0,0.0,15530,50000.0,120,9.714212215569944,652.87,0.042,1,Rural,1
LN100764,Male,Yes,3+,Graduate,Salaried,Banking,,1.5,57753.0,0.0,57753,127519.0,60,9.725922307278509,2692.24,0.047,0,Urban,0
LN100996,Female,Yes,0,Graduate,Salaried,IT,,0.3,91715.0,25946.0,117661,1070883.0,84,7.234370561811055,16285.46,0.138,0,Urban,0
LN100136,Male,Yes,3+,Not Graduate,Salaried,Retail,,8.9,25363.0,20929.0,46292,726209.0,60,10.880202776103483,15746.19,0.34,1,Urban,1
LN100310,Male,No,0,Graduate,Salaried,Consulting,,2.1,94274.0,0.0,94274,784861.0,120,11.414738801500249,10996.54,0.117,0,Semiurban,0
LN101151,Female,No,3+,Graduate,Salaried,IT,,6.0,61087.0,16198.0,77285,930222.0,120,10.8451149262332,12732.39,0.165,1,Urban,1
LN100919,Male,Yes,0,Graduate,Salaried,Healthcare,,10.8,110569.0,0.0,110569,1044781.0,84,10.602144489051193,17671.39,0.16,1,Urban,1
LN100514,Male,Yes,0,Graduate,Salaried,Banking,,0.5,37936.0,0.0,37936,314723.0,360,9.379703111786005,2618.78,0.069,1,Urban,1
LN100879,Male,Yes,0,Graduate,Salaried,Consulting,,0.7,91740.0,0.0,91740,804100.0,84,10.354813290422294,13496.89,0.147,1,Urban,1
LN101111,Male,Yes,2,Graduate,Salaried,Education,,18.7,93533.0,0.0,93533,1208256.0,360,8.031009158801083,8891.89,0.095,0,Urban,1
LN101255,Male,No,0,Graduate,Salaried,Manufacturing,,1.9,66463.0,29932.0,96395,563902.0,240,10.03088526585202,5453.32,0.057,1,Semiurban,1
LN100892,Female,Yes,3+,Graduate,Salaried,Banking,,14.8,115879.0,21071.0,136950,930165.0,180,10.223329905930655,10123.07,0.074,0,Semiurban,1
LN100673,Male,Yes,1,Graduate,,,Agriculture,3.1,8496.0,0.0,8496,789896.0,60,11.61344019102649,17416.89,2.05,0,Rural,0
LN101061,Female,Yes,1,,Self-Employed,,Retail,3.0,8480.0,0.0,8480,851241.0,180,11.297906735941819,9835.01,1.16,0,Semiurban,0
LN100376,Female,Yes,2,Graduate,Salaried,Consulting,,7.6,84085.0,,84085,250886.0,84,12.314332158308677,4471.11,0.053,1,Urban,0
LN100314,Female,Yes,0,Graduate,Salaried,Manufacturing,,2.6,101840.0,41082.0,142922,518672.0,84,11.447896576570672,9003.55,0.063,0,Urban,0
LN100442,Male,No,0,Graduate,Salaried,Banking,,11.6,9856.0,27922.0,37778,435031.0,360,10.099141369448464,3849.62,0.102,1,Rural,1
LN100319,Male,No,0,Graduate,Salaried,Manufacturing,,8.2,34743.0,0.0,34743,717767.0,360,10.588066755802759,6613.0,0.19,1,Urban,1
LN100440,Male,No,0,Graduate,Salaried,Education,,1.9,71617.0,19373.0,90990,1203324.0,180,10.69670120458534,13448.64,0.148,1,Rural,1
LN100676,Male,Yes,2,Graduate,Self-Employed,,Trading,8.9,37707.0,0.0,37707,1332297.0,60,,27255.54,0.723,0,Semiurban,0
LN100424,Male,Yes,0,Graduate,Salaried,IT,,0.6,52210.0,0.0,52210,522737.0,84,11.795144837470659,9170.57,0.176,0,Urban,0
LN100947,Female,No,0,Graduate,Salaried,Government,,1.4,8224.0,0.0,8224,690930.0,60,7.0,13681.24,1.664,1,Semiurban,0
